2015-09-24  14:57:04 INFO  com.lv.spider.Test 49 printf - 贴吧 - http://tieba.baidu.com/
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 尚品宅配中秋福利到，关注即可来抽奖！ - http://tieba.baidu.com/p/4041771418?come_from=index
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 快来围堵嫦娥变美的神器！！！ - http://tieba.baidu.com/p/4056504960?come_from=index
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 壹宝送豪礼，我们一起欢乐过中秋！ - http://tieba.baidu.com/p/4041823757?come_from=index
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 维信理财喜迎双节~中秋与国庆，任性送礼啦 - http://tieba.baidu.com/p/4047856975?come_from=index
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 庆祝鲸鱼宝官方吧成立，超值豪礼送不停~！ - http://tieba.baidu.com/p/4058012503?come_from=index
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 编辑关注的吧 - http://tieba.baidu.com/home/forum?un=&fr=home
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 申请入驻 - http://v.tieba.com/
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 寻找身边的蒙面歌王 - http://tieba.baidu.com/p/3943083055
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 我知道：王刚对呛郭敬明 - http://tieba.baidu.com/p/4049880384
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 周日17：55，喜乐街大结局 - http://tieba.baidu.com/f?ie=utf-8&kw=%E5%96%9C%E4%B9%90%E8%A1%97
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 违规贴吧举报反馈通道 - http://tieba.baidu.com/f?kw=%E8%B4%B4%E5%90%A7%E6%9B%9D%E5%85%89%E5%8F%B0&fr=wwwt
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 爆料者联盟吧 吐槽者的集中营！ - http://tieba.baidu.com/f?ie=utf-8&kw=%E7%88%86%E6%96%99%E8%80%85%E8%81%94%E7%9B%9F
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 企业入驻 - http://v.tieba.baidu.com/
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 使用百度前必读 - http://www.baidu.com/duty/
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 贴吧协议 - http://tb1.bdstatic.com/tb/eula.html
2015-09-24  14:57:10 INFO  com.lv.spider.Test 82 addlog - 投诉反馈 - http://tieba.baidu.com/hermes/feedback
2015-09-24  14:57:25 INFO  com.lv.spider.Test 49 printf - 知道 - http://zhidao.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 百度首页 - http://www.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 新闻 - http://news.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 网页 - http://www.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 贴吧 - http://tieba.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 音乐 - http://music.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 图片 - http://image.baidu.com/&ie=gbk
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 视频 - http://v.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 地图 - http://map.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 百科 - http://baike.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 文库 - http://wenku.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 经验 - http://jingyan.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 高质量问答 - http://zhidao.baidu.com/s/hi-quality/index.html
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 问医生 - http://muzhi.baidu.com?from=submenu
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 作业帮 - http://zuoye.baidu.com
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 宝宝知道 - http://baobao.baidu.com
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 经验 - http://jingyan.baidu.com/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 地震监测与预报，最先进的技术是什么样？ - http://zhidao.baidu.com/daily/view?id=5602
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 富兰克林通过放风筝发现了电，完全是子虚乌有？ - http://zhidao.baidu.com/daily/view?id=5604
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 催泪剂、催泪弹，到底都是什么东西？ - http://zhidao.baidu.com/daily/view?id=5706
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 知道须知 - http://help.baidu.com/question?prod_en=zhidao&class=%C8%EB%C3%C5&id=1000774#知道协议
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 更多 - http://zhidao.baidu.com/liuyan
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 动物也懂音乐？ - http://zhidao.baidu.com/liuyan/detail?id=5912
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 出国留学知多少？ - http://zhidao.baidu.com/s/bigdata/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 知道6.3版本即将上线！ - http://tieba.baidu.com/p/3914580077
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 和郑爽一起来百度知道十周年 - http://zhidao.baidu.com/s/10year/index.html?from=pc
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 免费领取《知道日报》主题专刊 - http://yuedu.baidu.com/partner/browse/profile?id=0b0a8f77168884868762d627
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 宝宝知道App上线啦！ - http://zhidao.baidu.com/baobao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 帮助手册：如何使用知道 - http://www.baidu.com/search/zhidao_help.html
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 更多 - http://zhidao.baidu.com/browse/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 立即进入 - http://muzhi.baidu.com/?from=new_home
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 卢召843297658 - http://zhidao.baidu.com/s/star/index.html
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - chengbaowai - http://www.baidu.com/p/chengbaowai?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 申请芝麻将 - http://zhidao.baidu.com/uadmin/apply
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 周采纳数 - http://zhidao.baidu.com/misc/alltop?type=week
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 总积分 - http://zhidao.baidu.com/misc/alltop?type=all
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 啥名字好呢呢呢 - http://www.baidu.com/p/%E5%95%A5%E5%90%8D%E5%AD%97%E5%A5%BD%E5%91%A2%E5%91%A2%E5%91%A2?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - weizhengVictor - http://www.baidu.com/p/weizhengVictor?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - tears990 - http://www.baidu.com/p/tears990?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 风吹淡淡来回撞 - http://www.baidu.com/p/%E9%A3%8E%E5%90%B9%E6%B7%A1%E6%B7%A1%E6%9D%A5%E5%9B%9E%E6%92%9E?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 高顿网校 - http://www.baidu.com/p/%E9%AB%98%E9%A1%BF%E7%BD%91%E6%A0%A1?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 12345A帮助 - http://www.baidu.com/p/12345A%E5%B8%AE%E5%8A%A9?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - wu81491866wu - http://www.baidu.com/p/wu81491866wu?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - A山巅之最 - http://www.baidu.com/p/A%E5%B1%B1%E5%B7%85%E4%B9%8B%E6%9C%80?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 12345A帮助 - http://www.baidu.com/p/12345A%E5%B8%AE%E5%8A%A9?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 我不是他舅 - http://www.baidu.com/p/%E6%88%91%E4%B8%8D%E6%98%AF%E4%BB%96%E8%88%85?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 妙酒 - http://www.baidu.com/p/%E5%A6%99%E9%85%92?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - zgq2093 - http://www.baidu.com/p/zgq2093?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 最后天使毁灭 - http://www.baidu.com/p/%E6%9C%80%E5%90%8E%E5%A4%A9%E4%BD%BF%E6%AF%81%E7%81%AD?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - wjh301314 - http://www.baidu.com/p/wjh301314?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 新石家庄 - http://www.baidu.com/p/%E6%96%B0%E7%9F%B3%E5%AE%B6%E5%BA%84?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - huanglenzhi - http://www.baidu.com/p/huanglenzhi?from=zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 更多 - http://zhidao.baidu.com/hangjia
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 更多 - http://muzhi.baidu.com/?from=new_home_more
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 钱杰 - http://muzhi.baidu.com/doctor/home/4f7d571291e25c6a201927e8
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 阜外专家谈冠心病的防治 - http://muzhi.baidu.com/activity/index?activity_id=17
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 打开专题 - http://muzhi.baidu.com/activity/index?activity_id=17
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 陈明宏 - http://muzhi.baidu.com/doctor/home/3ea5148909b56f52e61bbadb
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 杨华清 - http://muzhi.baidu.com/doctor/home/48a42057d17fc4ad24250491
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 曹依群 - http://muzhi.baidu.com/doctor/home/046a7b3e929bf4ebc27fa9b2
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 刘飞鹏 - http://muzhi.baidu.com/doctor/home/ae97a64627b11ba8fd461dbb
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 刘岩 - http://muzhi.baidu.com/doctor/home/4853e1e52026334909f7269d
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 如何答题 - http://tieba.baidu.com/p/3615879106
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 获取采纳 - http://tieba.baidu.com/p/3615829242
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 使用财富值 - http://tieba.baidu.com/p/3615827221
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 高质量问答 - http://zhidao.baidu.com/s/hi-quality/index.html
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 举报不良信息 - http://tousu.baidu.com/zhidao
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 投诉侵权信息 - http://tousu.baidu.com/zhidao#3
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 使用百度前必读 - http://www.baidu.com/duty/
2015-09-24  14:57:30 INFO  com.lv.spider.Test 82 addlog - 知道协议 - http://help.baidu.com/question?prod_en=zhidao&class=597&id=1001104
2015-09-24  14:57:45 INFO  com.lv.spider.Test 49 printf - 音乐 - http://music.baidu.com/
2015-09-24  14:57:51 INFO  com.lv.spider.Test 82 addlog - 网页 - http://m.baidu.com/
2015-09-24  14:57:51 INFO  com.lv.spider.Test 82 addlog - 贴吧 - http://wapp.baidu.com
2015-09-24  14:57:51 INFO  com.lv.spider.Test 82 addlog - 图片 - http://m.baidu.com/img
2015-09-24  14:57:51 INFO  com.lv.spider.Test 82 addlog - 百度首页 - http://m.baidu.com			?uid=1831B47B-99A5-8EC8-F025-70E5AE2B6A06	
2015-09-24  14:57:51 INFO  com.lv.spider.Test 82 addlog - 意见反馈 - http://wapp.baidu.com/f/m?kz=1821616012
2015-09-24  14:58:06 INFO  com.lv.spider.Test 49 printf - 图片 - http://image.baidu.com/
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 百度首页 - http://www.baidu.com/
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 摄影 - http://image.baidu.com/channel?c=%E6%91%84%E5%BD%B1&t=%E5%85%A8%E9%83%A8&s=0
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 壁纸 - http://image.baidu.com/channel/wallpaper
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 明星 - http://image.baidu.com/channel/star
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 宠物 - http://image.baidu.com/channel?c=%E5%AE%A0%E7%89%A9#%E5%AE%A0%E7%89%A9
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 动漫 - http://image.baidu.com/channel?c=%E5%8A%A8%E6%BC%AB&t=%E5%85%A8%E9%83%A8&s=1
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 汽车 - http://image.baidu.com/search/index?tn=baiduimage&ipn=r&ct=201326592&cl=2&lm=-1&st=-1&fm=index&fr=&sf=1&fmq=&pv=&ic=0&nc=1&z=&se=1&showtab=0&fb=0&width=&height=&face=0&istype=2&ie=utf-8&word=%E6%B1%BD%E8%BD%A6%E9%AB%98%E6%B8%85%E5%A3%81%E7%BA%B8&f=3&oq=%E6%B1%BD%E8%BD%A6&rsp=0#z=0&pn=&ic=0&st=-1&face=0&s=0&lm=-1
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 头像 - http://image.baidu.com/search/index?tn=baiduimage&ipn=r&ct=201326592&cl=2&lm=-1&st=-1&fm=result&fr=&sf=1&fmq=1442994509680_R&pv=&ic=0&nc=1&z=&se=1&showtab=0&fb=0&width=&height=&face=0&istype=2&itg=0&ie=utf-8&word=%E5%A4%B4%E5%83%8F#z=0&pn=&ic=0&st=-1&face=0&s=0&lm=-1
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 多肉植物 - http://image.baidu.com/search/index?tn=baiduimage&ipn=r&ct=201326592&cl=2&lm=-1&st=-1&fm=result&fr=&sf=1&fmq=1442994572698_R&pv=&ic=0&nc=1&z=&se=1&showtab=0&fb=0&width=&height=&face=0&istype=2&itg=0&ie=utf-8&word=%E5%A4%9A%E8%82%89%E6%A4%8D%E7%89%A9
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 小清新 - http://image.baidu.com/search/index?tn=baiduimage&ipn=r&ct=201326592&cl=2&lm=-1&st=-1&fm=result&fr=&sf=1&fmq=1442994605080_R&pv=&ic=0&nc=1&z=&se=1&showtab=0&fb=0&width=&height=&face=0&istype=2&ie=utf-8&word=%E5%B0%8F%E6%B8%85%E6%96%B0
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 风景 - http://image.baidu.com/search/index?tn=baiduimage&ipn=r&ct=201326592&cl=2&lm=-1&st=-1&fm=result&fr=&sf=1&fmq=1442994650079_R&pv=&ic=0&nc=1&z=&se=1&showtab=0&fb=0&width=&height=&face=0&istype=2&ie=utf-8&word=%E9%A3%8E%E6%99%AF%E7%BE%8E%E5%9B%BE
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 使用百度前必读 - http://www.baidu.com/duty/
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 高级搜索 - http://image.baidu.com/static/html/advanced.html
2015-09-24  14:58:11 INFO  com.lv.spider.Test 82 addlog - 帮助 - http://www.baidu.com/search/image_help.html
2015-09-24  14:58:26 INFO  com.lv.spider.Test 49 printf - 视频 - http://v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 新闻 - http://news.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 网页 - http://www.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 贴吧 - http://tieba.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 知道 - http://zhidao.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 音乐 - http://music.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 图片 - http://image.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 地图 - http://map.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 百科 - http://baike.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - hao123 - http://www.hao123.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 好声音4 - http://v.baidu.com/show/12492.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 云中歌 - http://v.baidu.com/tv/20690.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 王朝的女人 - http://v.baidu.com/movie/118586.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 捉妖记 - http://v.baidu.com/movie/120391.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 煎饼侠 - http://v.baidu.com/movie/120393.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 挑战者联盟 - http://v.baidu.com/show/12633.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 花千骨 - http://v.baidu.com/tv/22266.htm?frp=browse
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 更多>> - http://v.baidu.com/hotvideos/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 首页 - http://v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 电视剧 - http://v.baidu.com/tv
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 电影 - http://v.baidu.com/movie
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 综艺 - http://v.baidu.com/show
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 动漫 - http://v.baidu.com/comic
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 娱乐 - http://v.baidu.com/entindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 资讯 - http://v.baidu.com/infoindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 体育 - http://v.baidu.com/sportindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 游戏 - http://v.baidu.com/gameindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 教育 - http://v.baidu.com/eduindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 卫视 - http://v.baidu.com/live/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 随心看 - http://v.baidu.com/square/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 影棒 - http://yb.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 互动 - http://spread.xiu8.com/spreed!baiduGo.jspa?pid=1070&sid=7&t=1
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 汽车 - http://v.baidu.com/car
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 音乐 - http://v.baidu.com/musicindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 搞笑 - http://v.baidu.com/amuseindex/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 时尚 - http://v.baidu.com/fashion/index
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 广场舞 - http://v.baidu.com/gcdance/index
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 亲子 - http://v.baidu.com/child/index
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 女性 - http://v.baidu.com/cooperate/qt/nvxing
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 健康 - http://v.baidu.com/page/jiankang
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 科技 - http://v.baidu.com/cooperate/qt/keji
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 排行榜 - http://v.baidu.com/top/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 男子无证酒驾引发车祸 六名市政工人身亡 - http://baidu.boosj.com/kan/aIQUT?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 黄晓明点名范冰冰接捧花 李冰冰笑称欲跳高抢花 - http://baidu.boosj.com/kan/aIQkI?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 落水先救谁入司考 网友感叹称考题奇葩雷人 - http://baidu.boosj.com/kan/aIQki?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 道德模范“刘婷”变性后首次参加选美大赛 - http://baidu.boosj.com/kan/aIQk7?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 秀场迟到工作室发致歉声明 黄子韬没看新闻 - http://baidu.boosj.com/kan/aICnc?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 暖男医生手术室怀抱小萝莉 萌萌哒照片刷爆朋友圈 - http://baidu.boosj.com/kan/aICgF?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 六旬老太连划16辆车挡我路了 活该 - http://baidu.boosj.com/kan/aICgt?fr=v.baidu.com/
2015-09-24  14:58:31 INFO  com.lv.spider.Test 82 addlog - 全国解救被拐儿童网站上线 - http://baidu.boosj.com/kan/aICgS?fr=v.baidu.com/
